388,#,disabled   ,#,"신체 장애가 있는, 불구의.  "
389,#,bankrupt ,#,"도산한, 파산한 "
390,#,customs official ,#,세관원
391,#,pediatrician   ,#,소아과 의사
392,#,forge ,#,위조하다
393,#,pharmacy ,#,약국 
394,#,accounting department ,#,경리부 
395,#,clinic ,#,"진료실, 의원 "
396,#,declare,#,신고
397,#,bond ,#,채권 
398,#,destination ,#,목적지
399,#,insure ,#,보험에 들다. 가입하다 
400,#,flight attendant,#,기내 승무원
401,#,dent,#,부딪혀서 움푹 들어간 곳
402,#,stock exchange,#,주주 
403,#,cockpit ,#,조종실
404,#,financial history ,#,신용 거래 실적
405,#,physician ,#,내과의사 
406,#,principal ,#,원금
407,#,fulfill an order,#,주문을 이행하다
408,#,conference room ,#,회의실 
409,#,deadlock ,#,교착 상태 
410,#,administration ,#,투약 
411,#,have an account ,#,은행에 계좌가 있다
412,#,"back order, reorder",#,재주문하다
413,#,savings account,#,"저축용 계좌, 보통 예금 "
414,#,case history  ,#,병력(病歷)
415,#,ship an order,#,주문을 선적하다
416,#,demote ,#,좌천시키다. 
417,#,partial coverage,#,부분 보상 
418,#,treasury bond,#,장기 채권 
419,#,acute ,#,급성의
420,#,transfer ,#,이체하다
421,#,reserve ,#,예약하다 
422,#,delivery date ,#,납품일 
423,#,interest ,#,이자 
424,#,administer ,#,투약하다
425,#,contagious   ,#,(접촉이나 공기에 의한) 전염성의
426,#,open an account ,#,계좌를 개설하다
427,#,embargo ,#,금수 조치 
428,#,artificial respiration,#,인공호흡
429,#,overdosage   ,#,과잉 투여
430,#,safety box ,#,귀중품 보관함 
431,#,complimentary service,#,무료 서비스
432,#,detector,#,검색대
433,#,transact ,#,거래하다
434,#,nausea   ,#,"메스꺼움, 구역질"
435,#,detector ,#,검색대
436,#,complexion   ,#,안색
437,#,prescription ,#,처방전
438,#,makeup ,#,재시험 
439,#,quorum ,#,(의결에 필요한) 정족수 
440,#,intensive care unit,#,중환자실(ICU)
441,#,take one's pulse,#,맥박을 재다
442,#,joint account,#,공동 계좌 
443,#,customs official,#,세관원
444,#,transmission ,#,변속기 
445,#,wire transfer ,#,온라인 송금
446,#,remittance ,#,송금 
447,#,overdue ,#,"기한이 지난, 미지불의, 연체된"
448,#,regimen   ,#,식이요법
449,#,compound ,#,"복합의, 복리의"
450,#,fare ,#,요금 
451,#,overdraw ,#,초과 인출하다
452,#,collision,#,충돌소형차
453,#,personal check,#,개인 수표 
454,#,utility bill ,#,공공요금 
455,#,outstanding ,#,미지불의
456,#,note ,#,어음
457,#,CD ,#,양도성 정기 예금 증서
458,#,in-flight meal,#,기내식
459,#,direct deposit,#,봉급의 온라인 입금
460,#,home equity loan ,#,주택 담보 대출
461,#,via,#,~을 경유하여
462,#,redeemable ,#,상환할 수 있는 
463,#,deposit slip,#,입금표 
464,#,stopover ,#,중간 기착
465,#,checking account,#,"결제용 계좌, 당좌 예금"
466,#,interest: ,#,복리
467,#,clear ,#,결제하다
468,#,by wire,#,온라인으로
469,#,in-flight feature,#,기내 영화
470,#,runway ,#,활주로
471,#,bank statement,#,예금 내역서
472,#,by majority,#,다수에 의해 
473,#,branch ,#,지점
474,#,collateral ,#,담보
475,#,valuables ,#,귀중품 
476,#,wake-up call ,#,모닝 콜 
477,#,accrue ,#,(이자 등이) 붙다 
478,#,take off,#,이륙하다
479,#,room rate,#,"방값, 숙박료"
480,#,ETA ,#,도착 예정 시각
481,#,key deposit,#,열쇠 예치금 
482,#,booked up,#,예약이 모두 된
483,#,fasten ,#,(벨트를) 매다
484,#,nonsmoking section,#,금연 구역 
485,#,occupied ,#,사용 중인
486,#,transit card,#,환승 카드 
487,#,overhead rack,#,선반 
488,#,rubber check,#,부도 수표
489,#,life vest,#,구명 조끼
490,#,accommodation,#,숙박 시설
491,#,land ,#,착륙하다
492,#,customs declaration form,#,여행자 휴대품 신고서
493,#,connection ,#,접속 편 비행기 
494,#,claim check,#,수하물표
495,#,capacity ,#,수용 능력
496,#,jet lag,#,항공 여행에서 시차 때문에 오는 피로 
497,#,double ,#,더블 룸
498,#,quarantine ,#,검역소
499,#,credit record,#,신용 평가 기록 
500,#,draw a bill ,#,어음을 발행하다
501,#,bounce ,#,부도나다
502,#,confidential access number ,#,비밀번호 
503,#,down payment,#,"계약금, 착수금"
504,#,page ,#,호출하다 
505,#,delinquent ,#,체납돼 있는
506,#,bank clerk,#,창구 직원
507,#,credit to,#,~에 입금시키다
508,#,endorsement ,#,(수표의) 배서
509,#,pay off,#,갚다
510,#,traveler's check ,#,여행자 수표
511,#,loan office,#,대출 부서 
512,#,withdrawal slip,#,예금 청구서 
513,#,security ,#,"저당, 담보"
514,#,liberal arts course ,#,교양 과목 
515,#,SAT ,#,수학능력시험 (scholastic aptitude test)
516,#,off-road vehicle,#,비포장 도로용 차량 
517,#,pull over ,#,(차를) 길가에 대다 
518,#,flat tire,#,빵구가 난 타이어
519,#,tow ,#,견인하다 
520,#,conglomerate ,#,"복합기업, 재벌"
521,#,branch ,#,"지사, 지점 "
522,#,executive director,#,전무 
523,#,subsidiary ,#,자회사 
524,#,take over ,#,경영권을 인수하다
525,#,"Senior Managing Director, ",#,전무이사
526,#,Executive Managing Director,#,상무이사
527,#,Assistant Manager,#,과장 대리
528,#,Chief,#,계장
529,#,fluctuate ,#,오르내리다 
530,#,brisk ,#,활발한
531,#,Payroll Div.,#,급여과
532,#,Auditor,#,감사
533,#,competitive edge ,#,경쟁 우위 
534,#,insurance agent,#,생활 설계사 
535,#,output ,#,생산(량)
536,#,plunge ,#,폭락하다
537,#,allot ,#,배당하다 
538,#,reimbursement ,#,변상 
539,#,trade deficit,#,무역수지 적자 
540,#,Dow Jones Industrial Average ,#,다우존스 기업 평균 지수 
541,#,commercial paper,#,상업 어음 
542,#,futures trading ,#,선물거래(先物去來)
543,#,inoculation ,#,예방 접종
544,#,insurance policy,#,"보험 증서, 보험 약관 "
545,#,cash value,#,해약(만기) 환급금 
546,#,policyholder ,#,보험 계약자 
547,#,securities ,#,유가 증권 
548,#,over-the-counter medication ,#,처방전 없이 사는 약  
549,#,liability ,#,책임 보험
550,#,contraceptive   ,#,피임약
551,#,surrender ,#,보험 해약 
552,#,premium ,#,보험료 
553,#,stock price index ,#,주가 지수 
554,#,obstetrician   ,#,산부인과 의사
555,#,migraine ,#,편두통
556,#,ward ,#,"병실, 입원실 "
557,#,turnout ,#,참석자 수 
558,#,perspiration   ,#,땀
559,#,trade retaliation,#,무역 보복 
560,#,epidemic   ,#,전염병
561,#,inoculate ,#,예방 접종하다
562,#,call A to order,#, A의 개회를 선언하다 
563,#,fill a prescription ,#,처방대로 조제하다
564,#,FOB ,#,본선인도
565,#,deplane ,#,비행기에서 내리다. 
566,#,stipulation ,#,"조항, 약정 "
567,#,endemic   ,#,풍토병
568,#,perspire   ,#,땀을 흘리다
569,#,cramp   ,#,"쥐, 경련"
570,#,outpatient ,#,외래환자 
571,#,dispensary   ,#,"조제실, 약국"
572,#,disembarkation card,#,입국신고서
573,#,aisle,#,통로
574,#,tap,#,"두드리다, 도청하다"
575,#,intimidate,#,"위협하다, 겁주다"
576,#,eradicate,#,"근절하다, 뿌리채뽑다"
577,#,reluctant,#,꺼리는
578,#,eyebrow,#,눈썹
579,#,notion,#,"관념, 이해, 의향"
580,#,alternative,#,대안
581,#,intrigue,#,"음모를 꾸미다, 흥미를 돋우다"
582,#,emboss,#,양각으로 하다
583,#,lucrative,#,"유리한, 돈벌이가 되는"
584,#,slippered,#,실내화를 신은
585,#,tangential,#,"접선의, 곁길로 새는"
586,#,donor,#,기증자
587,#,elucidate,#,"밝히다,설명하다"
588,#,commitment,#,"공약, 위탁"
589,#,aromatic,#,향기로운
590,#,extravagance,#,"사치, 낭비"
591,#,dismay,#,당황
592,#,retain,#,유지하다
593,#,legible,#,읽기 쉬운
594,#,underscore,#,강조하다
595,#,scan,#,자세히 조사하다
596,#,illumination,#,조명; 계몽
597,#,nomadic,#,"유목민의, 방랑생활의"
598,#,inaugurate,#,"시작하다,개통하다"
599,#,substantial,#,"중요한,실질적인"
600,#,tractable,#,"다루기 쉬운, 순종하는"
601,#,presumably,#,아마
602,#,shred,#,"조각, 단편"
603,#,idiosyncrasy,#,"특성, 기질"
604,#,double-cross,#,배반하다
605,#,plump,#,"통통한, 살찐; 풍부한"
606,#,squander,#,"낭비하다,함부로하다"
607,#,immediacy,#,즉시성
608,#,lucid,#,"명쾌한, 투명한"
609,#,filter,#,여과기
610,#,counterfeit,#,위조(의); 허위의
611,#,undermine,#,토대를 흔들다
612,#,harbor,#,항구
613,#,haughty,#,거만한
614,#,impromptu,#,"즉석의, 임시변통의"
615,#,philanthropy,#,"박애, 자선"
616,#,logistic,#,"병참의, 기호논리학"
617,#,elucidate,#,명료하게 설명하다
618,#,revolting,#,"반란하는, 불쾌한"
619,#,crave,#,"갈망하다, 바라다"
620,#,notable,#,주목할 만한
621,#,disgraced,#,치욕스러운
622,#,consensus,#,"합의, 일치 "
623,#,colloquial,#,구어체의
624,#,conceptual,#,개념의
625,#,deport,#,추방하다; 처신하다
626,#,mesmerize,#,"최면을 걸다, 매혹시키다"
627,#,attribute,#,"속성, 특성"
628,#,paw,#,동물의 앞발
629,#,congruous,#,"일치하는, 조화하는"
630,#,introspective,#,내성적인
631,#,prejudice,#,편견
632,#,deviate,#,"빗나가다,누설하다"
633,#,pollinate,#,가루받이하다
634,#,crawl,#,기다
635,#,vapid,#,"맛없는, 김빠진"
636,#,ingratitude,#,은혜를 모름
637,#,yearn,#,동경하다
638,#,lethal,#,"치명적인, 치사의"
639,#,cobweb,#,거미집
640,#,deft,#,"손재주 있는, 솜씨 좋은"
641,#,opaque,#,불분명한
642,#,resolutely,#,"단호하게, 확고하게"
643,#,illiterate,#,문맹의
644,#,nucleate,#,중심으로 모으다
645,#,census,#,인구조사
646,#,touchy,#,"과민한, 다루기 힘든"
647,#,pop,#,불쑥 나타나다
648,#,device,#,"장치, 기구"
649,#,pugnacious,#,호전적인
650,#,dismay,#,"걱정, 두려움"
651,#,disgusting,#,"아주 싫은, 혐오감을 느끼는"
652,#,tactical,#,"전략의, 전술의"
653,#,adjourn,#,연기하다
654,#,ingest,#,섭취하다
655,#,sloppily,#,단정치 못하게
656,#,relax,#,"늦추다,누그러뜨리다"
657,#,merge,#,합병하다
658,#,nonchalant,#,"무관심한, 냉담한"
659,#,opportune,#,"좋은 시기의, 적절한"
660,#,pecuniary,#,재정상의
661,#,philosophical,#,"냉정한, 현명한"
662,#,crutch,#,목발(을 짚다)
663,#,subsidize,#,보조금을 지급하다
664,#,downpouring,#,억수같이 비가 내리다
665,#,relentless,#,"냉혹한, 무자비한"
666,#,paradox,#,역설
667,#,scorch,#,"태우다, 시들다"
668,#,deception,#,"사기, 속임수"
669,#,punitive,#,"형벌의, 징벌의"
670,#,autonomy,#,"자치권, 자율성"
671,#,puke,#,"토하다, 구토"
672,#,arduous,#,"힘든, 고된"
673,#,sample,#,시식하다
674,#,generalize,#,"일반화하다, 종합하다"
675,#,ambitious,#,"야심있는, 야망있는"
676,#,stable,#,마구간
677,#,utter,#,말하다
678,#,retaliate,#,복수하다
679,#,retard,#,더디게하다. 지연시키다
680,#,scornful,#,"냉소적인, 비웃는"
681,#,bias,#,"편견, 치우침"
682,#,dexterity,#,능숙함
683,#,suffocatingly,#,숨 막히게
684,#,photosynthesis,#,광합성
685,#,determined,#,"단호한, 굳은 결심의"
686,#,aristocracy,#,"귀족, 귀족정치"
687,#,guilt,#,"유죄, 죄책감"
688,#,bilateral,#,"상호의, 쌍무적인"
689,#,eligible,#,"적합한, 자격이 있는"
690,#,sluggish,#,"둔한, 나태한, 느린"
691,#,rueful,#,"후회하는, 애처로운"
692,#,adulate,#,아첨하다 
693,#,credential,#,"신임장, 자격"
694,#,superficial,#,"피상적인, 표면상의"
695,#,devour,#,게걸스럽게 먹다
696,#,sanction,#,"허가, 인가"
697,#,drastic,#,"대폭적인, 철저한"
698,#,buttress,#,지지하다
699,#,chronic,#,"만성적인, 상습적인"
700,#,delegate,#,위임하다
701,#,filthy,#,더러운
702,#,inundate,#,범람하다
703,#,transform,#,"바꾸다, 변형시키다"
704,#,drape,#,"(의류 등을)덮다, 걸치다"
705,#,emblem,#,상징
706,#,influx,#,"쇄도, 유입"
707,#,fabric,#,"직물, 구조, 조직"
708,#,vegetation,#,"초목, 식물"
709,#,restore,#,"되돌려 주다, 복원하다"
710,#,authentic,#,진짜의
711,#,embargo,#,통상금지
712,#,pretentious,#,"자만하는,허세를 부리는"
713,#,colleague,#,동료
714,#,amenable,#,"순종하는, 따르는"
715,#,ethos,#,"기질, 정신, 성품"
716,#,austerity,#,"엄격함, 검소, 내핍생활"
717,#,reiterate,#,"반복하다, 되풀이하다"
718,#,trait,#,"특징, 특색"
719,#,equivalent,#,"동등한, 같은"
720,#,lethargic,#,"혼수 상태의, 무기력한"
721,#,arbitrary,#,"임의의, 멋대로인"
722,#,deceit,#,"사기, 기만"
723,#,staggering,#,"비틀거리는, 경악스런"
724,#,inviting,#,매력적인
725,#,concurrent,#,동시의
726,#,phenomenal,#,현상의; 놀라운
727,#,lugubrious,#,"슬픈, 울적한"
728,#,categorize,#,분류하다
729,#,discomfit,#,"좌절시키다, 당황케하다"
730,#,tortuous,#,"구불구불한, 비비꼬인"
731,#,abash,#,당황하게 하다 
732,#,penalize,#,처벌받다
733,#,vulnerable,#,상처(공격) 받기 쉬운
734,#,postpone,#,연기하다
735,#,corroborate,#,확증하다
736,#,blade,#,"칼날, 잎사귀"
737,#,prediction,#,예언
738,#,simulate,#,"모방하다, ~인 체하다"
739,#,flat,#,"활기없는, 부진한"
740,#,autocrat,#,독재자
741,#,soothe,#,달래다
742,#,accomplice,#,"공범, 연루자"
743,#,probation,#,수습기관
744,#,improbable,#,있을 것 같지 않는
745,#,sabotage,#,고의로 방해하다
746,#,dexterous,#,"솜씨 좋은, 교묘한"
747,#,discard,#,버리다
748,#,pierce,#,구멍을 뚫다
749,#,refuse,#,"폐물, 쓰레기"
750,#,conjecture,#,추측
